korean,pronunciation,hanja,part_of_speech,definition,english
꽃샘바람,꼳쌤바람,,명사,"꽃이 피는 것을 시샘해서 부는 바람이란 뜻으로 이른 봄, 꽃이 필 무렵 부는 찬 바람.",chilly wind in flowering season
꽃송이,꼳쏭이,,명사,"줄기와 잎을 제외한, 꽃 전체.",flower; blossom
꽃술,꼳쑬,,명사,"꽃의 생식 기관인, 암술과 수술.",stamen and pistil
꽃신,꼳씬,,명사,꽃무늬나 여러 가지 색깔을 넣어 예쁘게 장식한 신발.,kkotsin; floral shoes
꽃씨,꼳씨,,명사,꽃의 씨앗.,flower seed
꽃줄기,꼳쭐기,,명사,꽃이 달리는 줄기.,stem of a flower
꽃향기,꼬턍기,꽃香氣,명사,꽃에서 나는 좋은 냄새.,floral scent; fragrance of a flower
꽈리,꽈ː리,,명사,빨간 주머니 모양의 껍질 안에 빨갛고 동그란 열매가 들어 있고 그 속에 작은 씨들이 들어 있는 식물. 또는 그 열매.,ground cherry; strawberry tomato
꽈배기,꽈ː배기,,명사,밀가루나 찹쌀가루 반죽을 길고 가늘게 만들어 두 가닥으로 꼬아 기름에 튀긴 과자.,twisted bread stick
꽉꽉,꽉꽉,,부사,매우 힘껏 여러 번 힘을 주는 모양.,firmly; strongly
꽝,꽝,,명사,제비뽑기 등에서 아무 이득이 없는 것.,losing lot; nothing; blank
꽝꽝,꽝꽝,,부사,무겁고 단단한 물체가 연달아 바닥에 떨어지거나 벽 또는 다른 물체와 부딪쳐 울리는 소리.,bang-bang
꽥,꽥,,부사,갑자기 목청을 높여 크고 짧게 지르는 소리.,shriek
꽥꽥,꽥꽥,,부사,갑자기 목청을 높여 크고 짧게 자꾸 지르는 소리.,shrieks
꽹과리,꽹과리,,명사,"놋쇠로 둥글게 만든, 한 손에 들고 채로 쳐서 소리를 내는 한국 악기.",kkwaenggwari
꾀꼬리,꾀꼬리/꿰꼬리,,명사,털빛이 노랗고 울음소리가 매우 아름다운 여름 철새.,nightingale
꾀꼴꾀꼴,꾀꼴꾀꼴/꿰꼴꿰꼴,,부사,꾀꼬리가 계속해서 우는 소리.,warbling and warbling
꾀돌이,꾀도리/꿰도리,,명사,꾀가 많고 귀여운 어린 아이.,kid of ideas; wily kid
꾀병,꾀병/꿰병,꾀病,명사,거짓으로 병을 앓는 체하는 것.,fake illness; feigned illness
꾀보,꾀보/꿰보,,명사,(낮잡아 이르는 말로) 얕은 꾀가 많은 사람.,person of petty tricks; wily person; trickster; con man
꾐,꾐ː/뀀ː,,명사,주로 좋지 않은 일을 하도록 다른 사람을 속이거나 부추기는 것.,temptation; allurement; seduction
꾸깃꾸깃,꾸긷꾸긷,,부사,주름이 생기게 자꾸 마구 접거나 비비는 모양.,in a crumpling manner
꾸러미,꾸러미,,명사,하나로 뭉쳐서 싼 물건.,bundle; package
꾸르륵,꾸르륵,,부사,배가 고프거나 소화가 잘되지 않아 배 속이 몹시 끓는 소리.,growl; rumble
꾸르륵꾸르륵,꾸르륵꾸르륵,,부사,배가 고프거나 소화가 잘되지 않아 배 속이 계속 몹시 끓는 소리.,growl; rumble
꾸물꾸물,꾸물꾸물,,부사,어떤 것이 매우 느리게 자꾸 움직이는 모양.,with slow moves
꾸밈,꾸밈,,명사,어떤 것을 보기 좋고 그럴듯하게 만드는 것.,being flowery; being lavish
꾸밈새,꾸밈새,,명사,꾸민 모양새.,decoration; being well-groomed
꾸밈없이,꾸미멉씨,,부사,보기 좋고 그럴듯하게 만드는 것 없이 있는 그대로 진실되게.,plainly; frankly
꾸밈음,꾸미믐,꾸밈音,명사,"음악에서, 변화를 주기 위하여 주된 음에 붙어 꾸며 주는 음.",mordent; grace note; ornament
꾸벅,꾸벅,,부사,머리나 몸을 앞으로 숙였다가 드는 모양.,with a nod
꾸불꾸불,꾸불꾸불,,부사,이리저리 여러 번 구부러져 있는 모양.,crookedly; windingly
꾸역꾸역,꾸역꾸역,,부사,입속에 음식을 억지로 넣거나 가득 넣고 먹는 모양.,with one's mouth stuffed
꾸지람,꾸지람,,명사,윗사람이 아랫사람의 잘못을 꾸짖는 말.,scolding; admonition
꾹꾹,꾹꾹,,부사,잇따라 또는 매우 힘을 주어 누르거나 조이는 모양.,firmly; hard
꾼,,,접사,어떤 일을 전문적으로 하는 사람' 또는 '어떤 일을 잘하는 사람'의 뜻을 더하는 접미사.,-kkun
꿀꺼덕,꿀꺼덕,,부사,물이나 음식물이 목구멍이나 좁은 구멍으로 한꺼번에 넘어가는 소리. 또는 그 모양.,gulp; at a gulp
꿀꺽,꿀꺽,,부사,물이나 음식물이 목구멍이나 좁은 구멍으로 한꺼번에 넘어가는 소리. 또는 그 모양.,gulp; at a gulp
꿀꺽꿀꺽,꿀꺽꿀꺽,,부사,물이나 음식물이 목구멍이나 좁은 구멍으로 한꺼번에 자꾸 넘어가는 소리. 또는 그 모양.,gulps
꿀꿀,꿀꿀,,부사,돼지가 우는 소리.,oink
꿀꿀이,꿀꾸리,,명사,(어린아이의 말로) 돼지.,piggy
꿀단지,꿀딴지,,명사,꿀을 담아 두는 항아리.,honey jar
꿀돼지,꿀뙈지,,명사,(어린아이의 말로) 돼지.,piggy
꿀떡,꿀떡,,부사,음식물 등을 목으로 한꺼번에 삼키는 소리. 또는 그 모양.,gulp; at a gulp
꿀맛,꿀맏,,명사,꿀에서 나는 단맛.,sweet taste of honey
꿀물,꿀물,,명사,꿀을 탄 물.,honey water; honey tea
꿀밤,꿀밤,,명사,주먹 끝으로 머리를 살짝 때리는 것.,Dutch rub
꿀벌,꿀벌,,명사,몸은 어두운 갈색이고 투명한 날개가 달렸으며 꽃에서 꿀을 가져다가 모으는 벌.,honeybee
꿀통,꿀통,꿀桶,명사,벌이나 사람이 꿀을 모아 놓는 통.,bee hive; honey barrel
꿈결,꿈껼,,명사,꿈을 꾸는 동안.,being in one's sleep; being while dreaming
꿈길,꿈낄,,명사,꿈에서 어떤 일이 이루어지는 과정.,route of one's dream
꿈나라,꿈나라,,명사,꿈속의 세계.,dream world; dream land
꿈나무,꿈나무,,명사,(비유적으로) 재능이 있는 어린이.,promising kid; prominent person
꿈자리,꿈자리,,명사,꿈에서 일어난 일. 또는 그로 인한 기분.,dream; happenings in a dream
꿈지럭꿈지럭,꿈지럭꿈지럭,,부사,몸을 계속 천천히 느리게 움직이는 모양.,sluggishly
꿈쩍,꿈쩍,,부사,가만히 있던 것이 크게 한번 움직이는 모양.,with a big move
꿈틀,꿈틀,,부사,몸의 한 부분을 비틀거나 구부리며 움직이는 모양.,with a wriggle; wrigglingly
꿈틀꿈틀,꿈틀꿈틀,,부사,몸의 한 부분을 자꾸 비틀거나 구부리며 움직이는 모양.,with wriggles; wrigglingly
꿈풀이,꿈푸리,,명사,꿈에서 본 일들의 의미를 알아내 앞으로 있을 일들을 예측하는 일.,dream reading; dream interpretation
꿋꿋이,꾿꾸시,,부사,"어려움에도 불구하고 마음이나 뜻, 태도가 굳세고 곧게.",firmly; strongly
꿍꿍이,꿍꿍이,,명사,남에게 드러내지 않고 속으로 몰래 일을 꾸미려는 생각.,secret scheme
꿍꿍이속,꿍꿍이속,,명사,겉으로 드러내지 않은 속마음이나 의도.,underhand scheme; secret design
꿩,꿩,,명사,"닭과 비슷한 크기에 꼬리가 길고, 여러 가지 색을 가진 깃털에 검은 점이 있는 새.",pheasant
꿰미,꿰ː미,,명사,물건을 꿰는 끈이나 꼬챙이. 또는 거기에 무엇을 꿴 것.,string; cord
끄나풀,끄나풀,,명사,길지 않은 끈.,short string
끄덕,끄덕,,부사,머리를 가볍게 아래위로 한 번 움직이는 모양.,with a nod
끄덕끄덕,끄덕끄덕,,부사,머리를 가볍게 아래위로 자꾸 움직이는 모양.,with repeated nods
끄떡,끄떡,,부사,머리를 가볍게 아래위로 한 번 움직이는 모양.,with a nod
끄떡없이,끄떠겁씨,,부사,어떤 어려운 일이 있어도 흔들리지 않고 그대로.,unshakably; unwaveringly
끄트머리,끄트머리,,명사,끝이 되는 부분.,tailend; edge
끈끈이,끈끄니,,명사,매우 끈끈하여 무엇이 붙으면 잘 떨어지지 않아 쥐나 파리 등을 잡는 데 쓰는 물건.,flypaper
끈끈히,끈끈히,,부사,끈기가 있는 물질이 있어 피부에 들러붙는 느낌이 있게.,stickily
끈적끈적,끈적끈적,,부사,자꾸 들러붙어 끈끈한 모양.,stickily
끌,끌,,명사,나무에 구멍을 파거나 표면을 깎는 데 쓰는 도구.,chisel
끌끌,끌끌,,부사,마음에 들지 않거나 안타까워 혀를 차는 소리.,tut tut; tsk tsk
끓는점,끌른점,끓는點,명사,액체가 끓기 시작하는 온도.,boiling point
끔벅끔벅,끔벅끔벅,,부사,큰 불빛이 자꾸 어두워졌다 밝아졌다 하는 모양.,with repeated flashes
끗,끋,,의존 명사,접어서 파는 천의 길이를 나타내는 단위.,kkeut
끗발,끋빨,,명사,노름에서 계속 좋은 점수가 나오는 기세.,winning streak
끙,끙,,부사,몹시 아프거나 힘이 들어 괴로워하며 내는 소리.,groan
끙끙,끙끙,,부사,몹시 아프거나 힘이 들어 괴로워하며 자꾸 내는 소리.,groans
끝끝내,끋끈내,,부사,결국 끝까지.,to the end
끝내기,끈내기,,명사,일을 끝맺음.,finish; end
끝동,끋똥,,명사,한복 저고리 옷소매의 끝에 다른 천을 댄 부분.,kkeutdong; cuff
끝마무리,끈마무리,,명사,일의 마지막 과정이나 내용을 끝맺는 일.,finish; completion
끝막음,끈마금,,명사,일이나 말을 끝내어 완전히 마무리함. 또는 그런 과정.,closing; last touch
끝말,끈말,,명사,말이나 글의 마지막 부분.,closing remarks
끝말잇기,끈마릳끼,,명사,한 사람이 어떤 낱말을 말하면 다음 사람이 그 말의 끝음절로 시작하는 낱말을 말하면서 이어 가는 놀이.,word chain game; last and first
끝머리,끈머리,,명사,일의 순서나 위치의 끝이 되는 부분.,end; tail end
끝물,끈물,,명사,농수산물이 나는 철이나 유행이 끝나기 직전.,last farm products of the season; last sea products of the season
끝소리,끋쏘리,,명사,한 음절의 마지막 소리인 자음.,last consonant letter
끝인사,끄딘사,끝人事,명사,"헤어질 때나 일을 마쳤을 때, 또는 편지 등에서 마무리를 지을 때 하는 인사.",closing greetings
끝자락,끋짜락,,명사,전체의 맨 아래나 끝의 넓적한 부분.,end; verge; edge
끝판,끋판,,명사,일이나 과정의 마지막 단계.,last stage
끼니때,끼니때,,명사,식사를 하는 때.,mealtime
끼룩끼룩,끼룩끼룩,,부사,기러기나 갈매기 등의 새가 계속 우는 소리.,honk
끼리끼리,끼리끼리,,부사,여럿이 모인 무리가 각각 따로.,in groups
끼어들기,끼어들기/끼여들기,,명사,차가 옆 차선에 있는 차들 사이로 무리하게 들어가는 것.,cutting in line
끼익,끼익,,부사,차가 갑자기 멈추거나 뻑뻑한 문을 여닫을 때 나는 소리.,screech; squeak
끼적끼적,끼적끼적,,부사,글씨나 그림 등을 자꾸 아무렇게나 쓰거나 그리는 모양.,scribbly
끽소리,끽쏘리,,명사,아주 조금이라도 자기 생각을 드러내거나 상대에게 맞서기 위하여 하는 말이나 태도.,passive resistance; complaint
끽연,끼견,喫煙,명사,담배를 피움.,smoking
낄낄,낄낄,,부사,웃음을 참으면서 입속으로만 웃는 소리.,giggle; snigger
낌새,낌새,,명사,어떤 일을 알아차리는 눈치. 또는 일이 되어 가는 분위기.,quick wittedness; divining secrets; catching a hint
낑낑,낑낑,,부사,몹시 아프거나 힘이 들어 괴로워하며 자꾸 내는 소리.,groans
나귀,나귀,,명사,말과 비슷하지만 몸이 말보다 작고 귀가 크며 앞머리에 긴 털이 없는 동물.,donkey
나그넷길,나그네낄/나그넫낄,,명사,정해진 곳이 없이 여기저기 떠도는 길.,journey
나긋나긋,나근나귿,,부사,피부로 전해지는 느낌이 매우 연하고 부드러운 모양.,smoothly; softly
나누기,나누기,,명사,어떤 수를 다른 수로 나눔.,division
나눗셈,나눋쎔,,명사,어떤 수를 다른 수로 나누는 계산 방법.,division
나달나달,나달라달,,부사,해지거나 찢어져서 여러 가닥으로 늘어져 자꾸 조금 흔들리는 모양.,in tatters; in shreds
나들이옷,나드리옫,,명사,집에서 멀지 않은 곳에 잠시 다녀올 때 입는 옷.,outfit for outing
나라꽃,나라꼳,,명사,한 나라를 상징하는 꽃.,national flower
나라님,나라님,,명사,나라를 다스리는 임금.,king; sovereign; ruler
나라말,나라말,,명사,한 나라의 국민이 쓰는 말.,native language; mother tongue
나락,나ː락,那落/奈落,명사,"불교에서, 살아 있을 때 죄를 지은 사람이 죽은 뒤에 가서 벌을 받는다는 곳.",hell
나랏일,나란닐,,명사,나라의 일.,state affairs
나루,나루,,명사,"강이나 개천, 좁은 바닷길을 건너는 배가 출발하고 도착하는 곳.",ferry point
나루터,나루터,,명사,"강이나 개천, 좁은 바닷길을 건너는 배가 출발하고 도착하는 자리와 그 주변 공간.",ferry dock
나룻배,나루빼/나룯빼,,명사,"강이나 개천, 좁은 바닷길을 건너는 작은 배.",small boat; small ferry
나리,나ː리,,명사,(옛날에) 신분이나 지위가 높은 사람을 높여 이르거나 부르는 말.,nari; your honor; sir
나마,,,어미,어떤 상황이 만족스럽지는 않으나 그런대로 뒤에 오는 말의 조건이 됨을 나타내는 연결 어미.,-nama
나막신,나막씬,,명사,비가 올 때나 땅이 질 때 신는 나무로 만든 굽이 높은 신.,namaksin; wooden clogs
나목,나ː목,裸木,명사,잎이 다 떨어지고 가지만 앙상하게 남은 나무.,bare tree; leafless tree
나무꾼,나무꾼,,명사,(옛날에) 산에서 땔나무를 구해서 사람들에게 파는 것을 직업으로 하는 사람.,woodcutter; woodman; lumberjack
나무람,나무람,,명사,잘못을 꾸짖어 잘 알아듣게 말하는 것. 또는 잘못을 꾸짖어 잘 알아듣게 해 주는 말.,scolding; reproach; blaming
나무배,나무배,,명사,나무로 만든 배.,wooden ship
나무뿌리,나무뿌리,,명사,나무의 뿌리.,root
나무숲,나무숩,,명사,잘 자란 나무가 많은 숲.,woods; forest
나무아미타불,나무아미타불,南無阿彌陀佛,명사,"불교에서, 염불을 할 때 외는 말.","""I sincerely believe in Amitabha"""
나무저,나무저,,명사,나무로 만든 젓가락.,wooden chopsticks
나무젓가락,나무저까락/나무젇까락,,명사,나무로 만든 젓가락.,wooden chopsticks
나무줄기,나무줄기,,명사,아래에는 뿌리가 있고 위로는 가지와 연결된 나무의 한 부분.,trunk of a tree
나무총,나무총,나무銃,명사,나무로 만든 총.,wooden gun
나무토막,나무토막,,명사,나무가 잘리거나 부러져 짤막하게 된 부분.,piece of wood; block of wood; chunk of wood
나무통,나무통,나무桶,명사,나무로 만든 통.,wooden pail
나무틀,나무틀,,명사,나무로 만든 틀.,wooden frame; wooden mold; wooden crate
나물국,나물꾹,,명사,나물을 넣고 끓인 국.,namulguk
나물죽,나물죽,나물粥,명사,쌀에 물을 많이 부어 나물을 넣고 오래 끓인 음식.,namuljuk
나뭇결,나무껼/나묻껼,,명사,목재나 나무의 표면에 나타난 무늬.,grain of wood; texture of wood
나뭇더미,나무떠미/나묻떠미,,명사,자른 나무를 많이 모아 한 곳에 쌓아 올린 것.,woodpile
나뭇등걸,나무뜽걸,,명사,나무를 베어 내고 남은 나무줄기의 밑 부분.,tree stump
나뭇조각,나무쪼각/나묻쪼각,,명사,나무를 작게 자른 조각.,piece of wood; splinter; chunk of wood
나박김치,나박낌치,,명사,무를 얇게 네모난 모양으로 썰어 절인 다음 여러 가지 양념을 넣고 국물을 부어서 담근 김치.,nabakkimchi
나박나박,나방나박,,부사,무 등의 채소를 얇고 네모나게 써는 모양.,into cubes
나발,나발,喇叭▽,명사,"위는 가늘고 길며 끝은 넓게 퍼진 모양의, 입으로 바람을 불어 넣어 소리를 내는 옛날의 관악기.",nabal; bugle; horn
나방,나방,,명사,"나비와 비슷하나 몸이 더 통통하고 주로 밤에 날아다니며, 식물에 해를 끼치는 벌레 알을 낳는 곤충.",moth
나병,나ː병,癩病,명사,눈썹이 빠지고 살이 썩어 손발이나 얼굴이 변형되며 눈이 잘 보이지 않게 되는 전염병.,leprosy; Hansen´s disease
나부랭이,나부랭이,,명사,헝겊이나 종이 등의 작은 조각.,piece; scrap; strip
나불나불,나불라불,,부사,얇고 가벼운 물체가 바람에 날리어 자꾸 흔들리는 모양.,waveringly; flutteringly
나비넥타이,,나비necktie,명사,날개를 편 나비 모양으로 매듭을 지은 넥타이.,bow tie
나사,나사,螺絲,명사,한 방향으로 비틀어 돌려 물체를 조이는 데 쓰는 홈이 파인 못.,screw
나사못,나사몯,螺絲못,명사,"못 표면에는 나선형으로 빙빙 돌아가며 홈이 나 있고, 못 머리에는 드라이버로 돌려 박을 수 있도록 홈이 나 있는 못.",screw; screw nail
나선,나선,螺旋,명사,겉모양이 소라 껍데기처럼 한 방향으로 빙빙 돌면서 꼬인 것.,spiral; helix
나선형,나선형,螺旋形,명사,소라의 껍데기처럼 한 방향으로 비틀려 빙빙 돌아간 모양.,helical form; spiral; helix
나신,나ː신,裸身,명사,아무것도 입지 않은 몸.,naked body; bare body; nude
나위,나위,,의존 명사,어떻게 더 할 수 있는 여유나 어떻게 더 해야 할 필요.,nawi
나으리,,,명사,→ 나리,
나이대접,나이대접,나이待接,명사,나이가 많은 사람에게 예의를 갖추어 대함.,treatment for the elders
